"STATION","NAME","DATE","AWND","PRCP","TMAX","TMIN"
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2018-12-29",,"0.00",,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2018-12-30",,"0.00",,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2018-12-31",,"0.00",,
"US1CAAL0045","OAKLAND 4.9 NNE, CA US","2019-01-01",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-01",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-04",,"0.25",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-05",,"0.03",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-06",,"0.34",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-07",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-08",,"0.81",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-09",,"2.32",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-11",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-15",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-16",,"0.01",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-18",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-19",,"0.07",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-20",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-22",,"0.47",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-23",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-24",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-25",,"0.43",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-26",,"0.05",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-27",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-28",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-29",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-30",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-01-31",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-02-01",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-02-02",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-02-03",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-02-24",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-02-26",,"0.15",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-02-27",,"0.03",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-02-28",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-01",,"1.04",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-02",,"0.55",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-03",,"0.25",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-04",,"0.04",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-07",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-08",,"0.26",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-09",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-12",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-13",,"0.43",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-14",,"0.21",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-15",,"0.21",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-16",,"0.74",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-17",,"0.15",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-19",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-20",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-21",,"1.15",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-22",,"0.66",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-23",,"0.08",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-24",,"0.05",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-27",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-29",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-30",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-31",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-04",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-05",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-06",,"0.55",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-07",,"2.65",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-10",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-11",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-16",,"0.10",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-05-03",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-06-09",,"0.01",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-06-25",,"0.01",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-09-23",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-09-28",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-09-29",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-09-30",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-10-01",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-10-02",,"0.05",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-10-03",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-10-06",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-21",,"0.05",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-22",,"1.18",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-23",,"0.89",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-24",,"0.37",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-25",,"0.02",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-26",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-27",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-28",,"0.15",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-29",,"1.55",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-30",,"0.17",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-01",,"0.18",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-02",,"0.07",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-04",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-05",,"0.34",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-06",,"0.09",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-07",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-08",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-09",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-10",,"0.02",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-11",,"0.01",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-14",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-15",,"0.03",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-16",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-17",,"1.21",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-18",,"0.01",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-20",,"0.00",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-21",,"0.12",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-24",,"0.03",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-25",,"0.52",,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-30",,"0.00",,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-01",,,"59","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-02",,,"60","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-03",,,"56","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-04",,,"59","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-05",,,"57","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-06",,,"53","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-07",,,"49","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-08",,,"56","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-09",,,"55","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-10",,,"55","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-11",,,"61","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-12",,,"57","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-13",,,"61","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-14",,,"56","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-15",,,"63","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-16",,,"57","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-17",,,"60","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-18",,,"54","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-19",,,"53","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-20",,,"51","42"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-21",,,"55","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-22",,,"55","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-23",,,"56","42"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-24",,,"53","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-25",,,"51","42"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-26",,,"53","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-27",,,"58","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-28",,,"62","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-29",,,"60","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-30",,,"68","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-31",,,"66","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-01",,,"69","55"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-02",,,"70","58"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-03",,,"72","59"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-04",,,"71","59"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-05",,,"76","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-06",,,"70","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-07",,,"68","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-08",,,"72","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-09",,,"78","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-10",,,"61","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-11",,,"54","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-12",,,"54","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-13",,,"59","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-14",,,"58","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-15",,,"58","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-16",,,"63","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-17",,,"68","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-18",,,"48","39"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-19",,,"47","37"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-20",,,"50","34"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-21",,,"52","38"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-22",,,"48","39"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-23",,,"48","33"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-24",,,"51","37"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-25",,,"57","39"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-26",,,"45","38"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-27",,,"53","38"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-28",,,"51","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-01",,,"50","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-02",,,"50","38"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-03",,,"47","37"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-04",,,"51","37"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-05",,,"56","38"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-06",,,"65","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-07",,,"65","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-08",,,"62","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-09",,,"60","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-10",,,"56","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-11",,,"66","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-12",,,"70","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-13",,,"55","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-14",,,"52","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-15",,,"49","40"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-16",,,"50","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-17",,,"52","40"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-18",,,"54","39"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-19",,,"60","42"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-20",,,"53","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-21",,,"55","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-22",,,"54","42"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-23",,,"54","40"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-24",,,"51","40"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-25",,,"52","39"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-26",,,"54","42"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-27",,,"68","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-28",,,"75","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-29",,,"78","59"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-30",,,"80","60"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-31",,,"70","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-01",,,"66","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-02",,,"56","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-03",,,"62","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-04",,,"59","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-05",,,"60","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-06",,,"57","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-07",,,"56","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-08",,,"58","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-09",,,"72","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-10",,,"62","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-11",,,"58","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-12",,,"53","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-13",,,"61","42"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-14",,,"69","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-15",,,"57","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-16",,,"50","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-17",,,"59","39"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-18",,,"54","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-19",,,"53","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-20",,,"69","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-21",,,"75","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-22",,,"73","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-23",,,"74","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-24",,,"60","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-25",,,"61","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-26",,,"56","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-27",,,"61","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-28",,,"59","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-29",,,"56","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-30",,,"54","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-01",,,"59","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-02",,,"57","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-03",,,"59","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-04",,,"72","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-05",,,"58","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-06",,,"55","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-07",,,"64","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-08",,,"62","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-09",,,"56","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-10",,,"55","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-11",,,"70","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-12",,,"66","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-13",,,"58","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-14",,,"57","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-15",,,"60","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-16",,,"61","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-17",,,"54","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-18",,,"51","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-19",,,"52","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-20",,,"54","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-21",,,"57","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-22",,,"51","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-23",,,"53","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-24",,,"55","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-25",,,"56","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-26",,,"56","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-27",,,"70","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-28",,,"84","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-29",,,"71","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-30",,,"52","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-05-31",,,"53","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-01",,,"70","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-02",,,"87","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-03",,,"80","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-04",,,"58","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-05",,,"55","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-06",,,"53","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-07",,,"57","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-08",,,"61","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-09",,,"55","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-10",,,"57","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-11",,,"68","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-12",,,"84","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-13",,,"68","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-14",,,"63","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-15",,,"54","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-16",,,"58","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-17",,,"61","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-18",,,"66","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-19",,,"57","49"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-20",,,"56","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-21",,,"62","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-22",,,"86","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-23",,,"89","58"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-24",,,"64","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-25",,,"64","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-06-26",,,"64","47"
